City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,tezu,27.9167,96.1667,24.42,99,100,1.41,IN,1691263569
365,deqen,29.9618,90.7188,9.09,91,93,0.88,CN,1691263569
366,tamanrasset,22.785,5.5228,29.95,26,40,5.14,DZ,1691263434
367,sao pedro,-22.5486,-47.9139,28.18,24,0,1.61,BR,1691263569
368,olyokminsk,60.3736,120.4264,15.68,88,100,1.63,RU,1691263569
369,mesquite,32.7668,-96.5992,41.77,34,0,2.06,US,1691263482
370,saldanha,-33.0117,17.9442,10.03,89,100,1.76,ZA,1691263341
371,tabuk,17.4189,121.4443,24.63,79,100,1.41,PH,1691263569
372,jinchang,38.4953,102.1739,21.94,57,100,7.23,CN,1691263569
373,partenit,44.578,34.3446,25.51,65,0,4.12,UA,1691263570
374,nago,26.5881,127.9761,27.47,95,100,16.6,JP,1691263570
375,natal,-5.795,-35.2094,28.36,69,40,8.23,BR,1691263433
376,bubaque,11.2833,-15.8333,27.99,78,100,3.07,GW,1691263504
377,badarwas,24.9667,77.5667,23.59,97,100,2.79,IN,1691263570
378,sijunjung,-0.6876,100.9537,22.36,98,82,0.73,ID,1691263570
379,banff,51.1762,-115.5698,20.21,49,67,2.06,CA,1691263277
380,bloomsburg,41.0037,-76.4549,29.52,61,100,0.89,US,1691263571
381,mawu,29.5923,107.3139,24.47,92,91,0.97,CN,1691263571
382,san cristobal,7.7669,-72.225,32.1,47,88,3.86,VE,1691263571
383,camarinas,43.1311,-9.1817,23.29,88,76,8.7,ES,1691263571
384,vorgashor,67.5833,63.95,17.85,54,0,2.28,RU,1691263571
385,okha,53.5739,142.9478,10.89,88,21,1.69,RU,1691263321
386,reyes,-14.3167,-67.3833,32.98,52,1,2.57,BO,1691263523
387,le moule,16.3332,-61.3473,31.02,75,6,5.99,GP,1691263572
388,yuzhno-kurilsk,44.0306,145.8556,13.38,97,100,4.25,RU,1691263327
389,ixtapa,20.7,-105.2,29.57,84,100,0.89,MX,1691263572
390,novoselitskoye,44.7508,43.4369,27.76,34,0,5.1,RU,1691263572
391,daru,-9.0763,143.2092,23.9,78,94,7.07,PG,1691263572
392,port shepstone,-30.7414,30.455,17.7,77,0,6.38,ZA,1691263572
393,port elizabeth,-33.918,25.5701,21.17,88,0,1.03,ZA,1691263384
394,santa cruz,-17.8,-63.1667,32.7,40,40,6.69,BO,1691263396
395,dhoraji,21.7333,70.45,26.1,86,100,6.32,IN,1691263573
396,touros,-5.1989,-35.4608,26.86,72,100,8.04,BR,1691263335
397,greymouth,-42.4667,171.2,8.89,92,100,1.04,NZ,1691263555
398,port blair,11.6667,92.75,28.02,83,40,4.12,IN,1691263573
399,labrador city,52.9463,-66.9114,16.95,77,75,3.09,CA,1691263573
400,pandan,14.0453,124.1694,27.48,79,9,4.46,PH,1691263573
401,holualoa,19.6228,-155.9522,25.43,74,40,3.6,US,1691263573
402,emerald,-23.5333,148.1667,12.73,77,0,2.44,AU,1691263297
403,pizhou,34.3114,117.9503,25.81,93,100,3.24,CN,1691263574
404,tank,32.2217,70.3793,36.29,39,2,3.51,PK,1691263574
405,gilgit,35.9221,74.3087,27.48,58,78,1.36,PK,1691263574
406,hilo,19.7297,-155.09,27.93,76,100,2.06,US,1691263386
407,oulmes,33.4258,-6.0014,33.91,17,0,4.85,MA,1691263574
408,mehtar lam,34.6714,70.2094,30.77,60,0,1.39,AF,1691263574
409,shreveport,32.5251,-93.7502,39.58,42,0,3.6,US,1691263372
410,masterton,-40.9597,175.6575,3.82,96,21,1.14,NZ,1691263575
411,hafar al-batin,28.4328,45.9708,36.32,11,0,2.06,SA,1691263575
412,serenje,-13.2325,30.2352,13.75,56,0,2.24,ZM,1691263575
413,pasighat,28.0667,95.3333,24.58,99,100,0.7,IN,1691263575
414,el calafate,-50.3408,-72.2768,3.12,79,11,4.83,AR,1691263575
415,aginskoye,51.1,114.53,15.06,94,100,2.51,RU,1691263575
416,yigo village,13.5361,144.8886,26.62,87,0,0.0,GU,1691263575
417,kingscliff,-28.2667,153.5667,14.85,100,75,2.57,AU,1691263576
418,bahia honda,22.9036,-83.1592,30.46,65,52,3.54,CU,1691263576
419,guerrero negro,27.9769,-114.0611,26.52,50,8,4.92,MX,1691263316
420,qingdao,36.0986,120.3719,26.78,94,75,3.0,CN,1691263576
421,stanthorpe,-28.6667,151.95,6.35,97,50,1.91,AU,1691263576
422,papao,-17.75,-149.55,26.82,79,72,1.01,PF,1691263483
423,revda,56.801,59.9303,18.89,77,88,1.7,RU,1691263576
424,la'ie,21.6477,-157.9253,27.46,71,37,5.54,US,1691263378
425,rosarito,32.3333,-117.0333,30.69,68,25,3.53,MX,1691263285
426,djougou,9.7085,1.666,23.29,95,100,2.37,BJ,1691263577
427,bardai,11.65,7.2333,23.03,87,100,3.09,NG,1691263577
428,mermoz boabab,14.7065,-17.4758,30.31,79,66,4.52,SN,1691263337
429,saint-joseph,-21.3667,55.6167,21.21,80,45,7.85,RE,1691263319
430,tomatlan,19.9333,-105.25,26.21,87,100,1.57,MX,1691263577
431,brookings,44.3114,-96.7984,22.47,97,100,3.6,US,1691263577
432,cabugao,17.7931,120.4578,28.83,91,100,4.89,PH,1691263578
433,cartagena,10.3997,-75.5144,33.79,62,20,7.2,CO,1691263576
434,castillos,-34.1667,-53.8333,14.79,51,1,3.54,UY,1691263407
435,magistral'nyy,56.1725,107.4458,15.08,97,100,1.71,RU,1691263578
436,talitsa,56.8804,60.0213,16.3,76,98,1.75,RU,1691263578
437,kincardine,56.0667,-3.7167,13.49,93,100,1.24,GB,1691263578
438,urengoy,65.9667,78.3667,18.2,57,10,2.99,RU,1691263578
439,benjamin hill,30.1667,-111.1,36.16,24,0,2.29,MX,1691263579
440,mount isa,-20.7333,139.5,13.87,58,0,2.57,AU,1691263333
441,whakatane,-37.9585,176.9854,2.65,97,4,2.7,NZ,1691263579
442,yilan,24.757,121.753,29.39,99,100,2.25,TW,1691263579
443,dongyang,29.2678,120.2253,25.65,89,1,0.42,CN,1691263579
444,kurumkan,54.3,110.3,16.26,85,100,1.22,RU,1691263579
445,santa marta de ortigueira,43.6833,-7.85,19.03,82,97,4.54,ES,1691263579
446,ancud,-41.8697,-73.8203,9.28,68,34,1.16,CL,1691263354
447,lesosibirsk,58.2358,92.4828,13.06,63,100,1.46,RU,1691263580
448,roma,43.2128,-75.4557,25.77,61,40,2.06,US,1691263577
449,char bhadrasan,23.3167,90.2167,27.03,90,100,4.49,BD,1691263580
450,harper,4.375,-7.7169,24.82,85,95,5.08,LR,1691263580
451,menongue,-14.6585,17.691,14.39,33,0,2.22,AO,1691263580
452,umm kaddadah,13.6017,26.6876,31.87,44,50,6.83,SD,1691263580
453,quezon,7.7303,125.0989,22.42,96,98,0.57,PH,1691263580
454,rongelap,11.1635,166.8941,28.38,74,62,7.0,MH,1691263581
455,naze,28.3667,129.4833,25.51,92,97,7.57,JP,1691263581
456,santa terezinha,-29.9002,-50.0904,18.85,85,43,3.14,BR,1691263581
457,swakopmund,-22.6833,14.5333,13.47,67,0,4.5,NA,1691263581
458,brisas de zicatela,15.8369,-97.0419,31.29,55,75,3.09,MX,1691263314
459,namibe,-15.1961,12.1522,18.39,85,0,1.65,AO,1691263308
460,sydney,-33.8679,151.2073,12.97,91,100,7.2,AU,1691263382
461,mossel bay,-34.1831,22.146,14.96,72,100,2.57,ZA,1691263545
462,sao francisco de assis,-29.5503,-55.1311,27.99,52,0,2.2,BR,1691263582
463,shatrovo,56.5167,64.6333,17.48,91,12,2.46,RU,1691263582
464,ewo,-0.8725,14.8206,30.63,38,34,1.31,CG,1691263582
465,mlalo,-4.9333,38.9333,20.72,93,63,2.21,TZ,1691263582
466,praia da vitoria,38.7333,-27.0667,25.14,69,20,2.81,PT,1691263387
467,port saint john's,-31.6229,29.5448,19.29,54,0,4.02,ZA,1691263322
468,kuta,-8.7233,115.1723,25.97,88,40,5.81,ID,1691263497
469,ngunut,-8.1058,112.0159,23.05,81,89,1.67,ID,1691263582
470,borda da mata,-22.2742,-46.1653,27.64,20,0,0.39,BR,1691263583
471,patnos,39.2336,42.8634,21.77,48,55,2.03,TR,1691263583
472,siwa oasis,29.2041,25.5195,36.59,13,0,4.71,EG,1691263583
473,copala,16.65,-98.9833,31.82,56,100,3.02,MX,1691263583
474,nadym,65.5333,72.5167,18.97,48,53,2.81,RU,1691263502
475,acajutla,13.5928,-89.8275,32.08,60,60,3.98,SV,1691263583
476,harstad,68.799,16.5293,12.86,83,20,6.26,NO,1691263583
477,los andes,-32.8337,-70.5983,19.85,48,36,2.61,CL,1691263584
478,maintirano,-18.0667,44.0167,24.36,75,100,3.2,MG,1691263584
479,kavaratti,10.5669,72.642,28.22,77,100,8.59,IN,1691263584
480,paris,48.8534,2.3488,19.09,68,100,11.32,FR,1691263523
481,turpan,42.9333,89.1667,36.41,17,44,2.66,CN,1691263584
482,polyarnyy,69.1989,33.4478,10.94,94,100,6.15,RU,1691263584
483,gizo,-8.103,156.8419,25.77,78,100,8.78,SB,1691263517
484,walvis bay,-22.9575,14.5053,13.53,82,0,0.51,NA,1691263584
485,chervonohrad,50.391,24.2351,22.98,61,0,4.75,UA,1691263585
486,mildura,-34.2,142.15,3.93,87,5,3.74,AU,1691263585
487,al kharj,24.155,47.3346,36.32,8,100,4.63,SA,1691263585
488,muroto-misakicho,33.2833,134.15,27.26,86,11,5.08,JP,1691263458
489,colac,-38.3333,143.5833,8.8,94,42,1.21,AU,1691263585
490,bamboo flat,11.7,92.7167,28.05,83,40,4.12,IN,1691263498
491,santa cruz do sul,-29.7175,-52.4258,22.14,76,34,2.42,BR,1691263585
492,santiago de cao,-7.9589,-79.2392,24.07,69,0,5.14,PE,1691263586
493,sassandra,4.95,-6.0833,24.2,91,61,3.37,CI,1691263586
494,abu tij,27.0441,31.319,34.08,15,0,3.79,EG,1691263586
495,agat village,13.3886,144.6585,27.52,88,0,0.0,GU,1691263586
496,yarkovo,57.4028,67.0786,17.87,95,80,1.9,RU,1691263586
497,ostersund,63.1792,14.6357,14.78,72,100,0.45,SE,1691263586
498,tamiahua,21.2667,-97.45,32.34,57,32,5.06,MX,1691263586
499,usogorsk,63.4106,48.6872,16.53,94,32,2.25,RU,1691263586
500,mao,39.8885,4.2658,24.31,69,20,2.57,ES,1691263587
501,coahuayana de hidalgo,18.7,-103.6583,32.95,50,100,0.96,MX,1691263340
502,tofol,5.3248,163.0078,28.1,70,40,1.25,FM,1691263587
503,aioun,16.6614,-9.6149,39.25,24,95,4.22,MR,1691263587
504,enshi,30.3,109.4833,23.64,93,95,0.71,CN,1691263584
505,daye,30.0833,114.95,29.37,79,0,0.75,CN,1691263587
506,pucheng,27.9233,118.5333,25.14,93,17,0.35,CN,1691263587
507,canet-en-roussillon,42.7,3.0167,25.25,39,0,11.32,FR,1691263588
508,san patricio,28.017,-97.5169,37.88,37,14,7.59,US,1691263314
509,richards bay,-28.783,32.0377,19.03,74,18,4.6,ZA,1691263588
510,gereida,11.2811,25.1414,26.73,62,70,3.37,SD,1691263588
511,palikir - national government center,6.9248,158.1611,24.41,94,100,1.03,FM,1691263589
512,weihai,37.5017,122.1136,25.3,95,100,4.62,CN,1691263589
513,oyama,36.3,139.8,29.77,74,27,3.32,JP,1691263589
514,jindabyne,-36.4167,148.6333,1.42,95,25,0.74,AU,1691263590
515,lautoka,-17.6167,177.4667,20.92,100,100,4.63,FJ,1691263590
516,pervomayskoye,43.919,46.7102,24.84,54,0,3.51,RU,1691263590
517,kushk,33.2957,61.9522,29.97,12,0,12.22,AF,1691263590
518,botou,38.0667,116.5667,23.14,85,0,3.32,CN,1691263570
519,neka,36.6508,53.299,24.73,83,0,2.06,IR,1691263590
520,hobyo,5.3505,48.5268,25.33,81,70,12.42,SO,1691263551
521,awjilah,29.1081,21.2869,35.29,18,0,3.87,LY,1691263590
522,kegalle,7.2532,80.3454,23.65,89,100,1.61,LK,1691263591
523,dhidhdhoo,6.8833,73.1,27.98,79,82,6.05,MV,1691263591
524,tanda,26.55,82.65,29.04,75,100,1.95,IN,1691263591
525,kagizman,40.1567,43.1342,21.15,66,43,2.2,TR,1691263591
526,antsiranana,-12.2787,49.2917,23.01,76,8,8.81,MG,1691263591
527,cidreira,-30.1811,-50.2056,18.67,85,64,3.69,BR,1691263592
528,vattalkundu,10.1667,77.7667,26.6,68,85,1.61,IN,1691263592
529,lakatoro,-16.0999,167.4164,23.02,87,76,4.53,VU,1691263592
530,ouadda,8.0777,22.4007,20.35,97,99,0.37,CF,1691263592
531,okhotsk,59.3833,143.3,14.46,64,85,2.8,RU,1691263592
532,dalandzadgad,43.5708,104.425,25.69,17,57,4.31,MN,1691263592
533,monrovia,6.3005,-10.7969,24.87,84,84,6.16,LR,1691263325
534,almazan,41.4865,-2.5309,26.49,29,0,3.15,ES,1691263593
535,lorengau,-2.0226,147.2712,25.97,85,100,4.56,PG,1691263593
536,sabang,5.8933,95.3214,27.98,79,38,3.75,ID,1691263593
537,namdrik,5.5994,168.1028,28.43,79,27,6.75,MH,1691263593
538,harrisonburg,38.4496,-78.8689,31.75,46,40,2.57,US,1691263593
539,midvagur,62.0511,-7.1939,11.46,87,92,2.06,FO,1691263594
540,bontang,0.1333,117.5,26.04,88,3,2.09,ID,1691263594
541,penonome,8.5167,-80.3667,30.37,69,100,6.26,PA,1691263594
542,poteau,35.0537,-94.6236,33.88,43,0,3.6,US,1691263594
543,barra de santo antonio,-9.4047,-35.5072,26.6,76,17,3.66,BR,1691263594
544,luderitz,-26.6481,15.1594,14.68,76,30,3.48,NA,1691263501
545,bengkulu,-3.8004,102.2655,23.83,84,9,1.63,ID,1691263594
546,sao jose da coroa grande,-8.8978,-35.1478,25.57,77,30,4.02,BR,1691263581
547,hithadhoo,-0.6,73.0833,27.29,77,100,2.93,MV,1691263537
548,okny,47.5404,29.46,26.62,41,0,2.67,UA,1691263595
549,mandera,3.9366,41.867,29.28,48,100,8.6,KE,1691263595
550,asentamiento humano nicolas de pierola,-11.95,-76.7,16.16,34,41,4.25,PE,1691263595
